,University,Website
3941,Rajiv Gandhi Technical University (University of Technology of Madhya Pradesh),www.rgtu.net
3942,Rajiv Gandhi University,www.rgu.ac.in
3943,Rajshahi University of Engineering and Technology,www.ruet.ac.bd
3944,Rak Medical & Health Sciences University,www.rakmhsu.com
3945,Rakuno Gakuen University,www.rakuno.ac.jp
3946,Ramkhamhaeng University,www.ru.ac.th
3947,Rana Institute of Higher Education,www.rihs.edu.af
3948,Ranchi University,www.ranchiuniversity.org.in
3949,Rangsit University,www.rsu.ac.th
3950,Rani Durgavati University,www.rdunijbpin.org
3951,Razi University,www.razi.ac.ir
3952,RCSI-Medical University of Bahrain,www.rcsi-mub.com
3953,Redeemer College,www.redeemer.ca
3954,Redeemers University,www.run.edu.ng
3955,Red Sea University,www.rsu.edu.sd
3956,Reformed Church University,www.rcu.ac.zw
3957,Reformed Theological Academy of Debrecen,www.drk.hu
3958,Regent College,www.regent-college.edu
3959,Regent University College of Science and Technology  ,www.regentghana.net
3960,Reitaku University,www.reitaku-u.ac.jp
3961,Renaissance University,www.rnu.edu.ng
3962,Renmin University of China,www.ruc.edu.cn
3963,Reykjavík University,www.ru.is
3964,Rezekne Higher School,www.ru.lv
3965,Rheinische Fachhochschule Köln,www.rfh-koeln.de
3966,Rheinische Friedrich-Wilhelms Universität Bonn,www.uni-bonn.de
3967,Rheinisch Westfälische Technische Hochschule Aachen,www.rwth-aachen.de
3968,Rhodes University,www.ru.ac.za
3969,Riara University School of Business and Law,www.riarauniversity.ac.ke
3970,Richmond University - The American International University in London,www.richmond.ac.uk
3971,Riga Aviation University,www.rau.lv
3972,Riga Teacher Training and Educational Management Academy,www.rpiva.lv
3973,Riga Technical University,www.rtu.lv
3974,Rikkyo University (St. Paul's University),www.rikkyo.ac.jp
3975,"Riphah International University, Lahore",www.riphah.edu.pk
3976,Rissho University,www.ris.ac.jp
3977,Ritsumeikan Asia Pacific University,www.apu.ac.jp
3978,Ritsumeikan University,www.ritsumei.ac.jp
3979,Rivers State University of Science and Technology,www.ust.edu.ng
3980,Riyadh College of Dentistry and Pharmacy,www.riyadh.edu.sa
3981,Rizal Technological University,www.rtu.edu.ph
3982,RKDF University,www.rkdf.ac.in
3983,RMIT International University Vietnam,www.rmit.edu.vn
3984,RNB Global University,www.rnbglobal.edu.in
3985,"Rochester Institute of Technology, Dubai",dubai.rit.edu
3986,"Rochester Institute of Technology, Kosovo (RIT)",kosovo.rit.edu
3987,Roehampton University of Surrey,www.roehampton.ac.uk
3988,Romanian-American University,www.rau.ro
3989,Roosevelt Academy University College,www.roac.nl
3990,Roskilde University,www.ruc.dk
3991,Ross University Caribbean School of Medicine,medical.rossu.edu
3992,Ross University Caribbean School of Veterinary Medicine,www.rossu.edu
3993,Rostov State Medical University,www.rsmu.da.ru
3994,Rostov State University,www.rsu.ru
3995,Rovaniemi University of Applied Sciences,www.ramk.fi
3996,Royal Academy of Music,www.musik-kons.dk
3997,"Royal Academy of Music, University of London",www.ram.ac.uk
3998,Royal College of Art,www.rca.ac.uk
3999,"Royal College of Music, University of London",www.rcm.ac.uk
4000,Royal College of Physicians of Ireland,www.rcpi.ie
4001,Royal College of Surgeons,www.rcsi.ie
4002,"Royal Danish Academy of Fine Arts, School of Architecture",www.karch.dk
4003,"Royal Danish Academy of Fine Arts, School of Visual Art",www.kunstakademiet.dk
4004,Royal Danish Academy of Music,www.dkdm.dk
4005,Royal Danish School of Educational Sciences,www.dlh.dk
4006,Royal Danish School of Pharmacy,www.dfh.dk
4007,"Royal Free Hospital School of Medicine, University of London",www.rfhsm.ac.uk
4008,Royal Holloway and Bedford New College,www.rhbnc.ac.uk
4009,Royal lnstitute of Technology,www.kth.se
4010,Royal Melbourne Institute of Technology,www.rmit.edu.au
4011,Royal Military Academy,www.rma.ac.be
4012,Royal Military College of Canada,www.rmc.ca
4013,Royal Roads University,www.royalroads.ca
4014,Royal School of Library and Information Science,www.db.dk
4015,Royal University of Agriculture,www.rua.edu.kh
4016,Royal University of Bhutan,www.rub.edu.bt
4017,Royal University of Fine Arts,www.rufa.edu.kh
4018,Royal University of Law and Economics,www.rule.edu.kh
4019,Royal University of Phnom Penh,www.rupp.edu.kh
4020,Royal Veterinary and Agricultural University,www.kvl.dk
4021,Ruhr-Universität Bochum,www.ruhr-uni-bochum.de
4022,Ruprecht-Karls-Universität Heidelberg,www.uni-heidelberg.de
4023,Rusangu University,www.rusangu-university.edu.zm
4024,Russell Berrie Nanotechnology Institute,rbni.technion.ac.il
4025,Russian Academy of Arts,www.rah.ru
4026,Russian Academy of Theatre Arts,www.gitis.net
4027,Russian-Armenian (Slavonic) State University,www.rau.am
4028,"Russian Customs Academy, Vladivostok Branch",www.vfrta.ru
4029,Russian State Geological Prospecting University ,www.mgri-rggru.ru
4030,Russian State Hydrometeorological University,www.rshu.ru
4031,Russian State Medical University,www.rsmu.ru
4032,Russian State University for the Humanities,www.rsuh.ru
4033,Ryazan State Pedagogical University,www.ttc.ryazan.ru
4034,Rybinsk State Academy of Aviational Technology,www.rgata.yaroslavl.ru
4035,Ryerson Polytechnic University,www.ryerson.ca
4036,Ryszard Lazarski University of Commerce and Law in Warsaw,www.wship.edu.pl
4037,Ryukoku University,www.ryukoku.ac.jp
4038,Ryutsu Keizai University,www.rku.ac.jp
4039,Saad College of Nursing and Allied Health Sciences,www.saadcollege.com
4040,Sabanci University,www.sabanciuniv.edu.tr
4041,Sabaragamuwa University of Sri Lanka,www.sab.ac.lk
4042,Saba University,www.sabauni.net
4043,Sabzevar School of Medical Sciences,www.medsab.ac.ir
4044,Sabzevar Teacher Training University,www.sttu.ac.ir
4045,Sadat Academy for Management Sciences,www.sadatacademy.edu.eg
4046,Sadat Institute of Higher Education,www.sadat.edu.af
4047,Sadjad Institute of Technology,www.sadjad.ac.ir
4048,Sadra University,www.sadra.ac.ir
4049,Saga Medical School,www.saga-med.ac.jp
4050,Sagami Women's University,www.sagami-wu.ac.jp
4051,Saga University,www.saga-u.ac.jp
4052,Sahand University of Technology,www.sut.ac.ir
4053,Sahmyook University,www.syu.ac.kr
4054,Saigon University,www.sgu.edu.vn
4055,Saint Ferdinand College,www.sfc.edu.ph
4056,"Saint George's Hospital Medical School, University of London",www.sghms.ac.uk
4057,Saint Louis College,www.slc-sflu.edu.ph
4058,Saint Louis University,www.slu.edu.ph
4059,Saint Mary's University,www.smu.edu.ph
4060,Saint Monica University - The American International University,www.smuedu.org
4061,Saint Paul University,www.spu.edu.ph
4062,Saitama Institute of Technology,www.sit.ac.jp
4063,Saitama Medical School,www.saitama-med.ac.jp
4064,Saitama Prefectural University,www.spu.ac.jp
4065,Saitama University,www.saitama-u.ac.jp
4066,Saito College,www.saito.edu.my
4067,Sakarya University,www.sau.edu.tr
4068,Sakhalin State University,www.sakhgu.sakhalin.ru
4069,Sakushin Gakuin University,www.sakushin-u.ac.jp
4070,Salahddin University (Kurdistan Region),www.suh-edu.com
4071,Salam University,www.salam.edu.af
4072,Salem University,www.salemuniversity.edu.ng
4073,Samara State Academy for Railway Transportation,www.samiit.ru
4074,Samara State Academy of Architecture and Civil Engineering,www.ssaba.smr.ru
4075,Samara State Aerospace University,www.ssau.ru
4076,Samara State Agricultural Academy,www.ssaa.ru
4077,Samara State Medical University,www.samsmu.ru
4078,Samara State Technical University,www.sstu.samara.ru
4079,Samara State University,www.ssu.samara.ru
4080,Samara State University of Economics,www.sseu.ru
4081,Samara State University of Teacher Training,www.ssttu.samara.ru
4082,Samarkand State University,www.samdu.uz
4083,Samar State University,www.ssu.edu.ph
4084,Sambalpur University,www.sambalpuruniversitypgc.in
4085,Samchok National University,www.samchok.ac.kr
4086,Sami Shamoon College of Engineering,www.sce.ac.il
4087,Sampoerna University,www.sampoernauniversity.ac.id
4088,Sampurnanand Sanskrit University,ssvv.up.nic.in
4089,Sanaag University of Science and Technology,www.sanaaguniversity.com
4090,Sana'a University,www.su.edu.ye
4091,San Beda College,www.sanbeda.edu.ph
4092,Sang Ji University,www.sangji.ac.kr
4093,Sang Myung University,www.sangmyung.ac.kr
4094,Sanjay Gandhi Postgraduate lnstitute of Medical Sciences,www.sgpgi.ac.in
4095,San Juan Bautista School of Medicine,www.sanjuanbautista.edu
4096,Sankei University,www.miyasankei-u.ac.jp
4097,Sanno University,www.sanno.ac.jp
4098,Sanyo Gakuen University,www.sguc.ac.jp
4099,Sapporo Gakuin University,www.sgu.ac.jp
4100,Sapporo International University,www.siu.ac.jp
4101,Sapporo Medical University,www.sapmed.ac.jp
4102,Sapporo University,www.sapporo-u.ac.jp
4103,Sarajevo Film Academy,www.sfa.ba
4104,Saratov State Academy of Law,www.sgap.ru
4105,Saratov State Agrarian University,www.sgau.ru
4106,Saratov State Medical University,www.med.sgu.ru
4107,Saratov State Socio-Economic University,www.ssea.runnet.ru
4108,Saratov State Technical University,www.sstu-edu.ru
4109,Saratov State University,www.sgu.ru
4110,Sardarkrushinagar Dantiwada Agricultural University,www.sdau.edu.in
4111,Sardar Patel University,www.spuvvn.edu
4112,Sardar Vallabhai Patel University of Agriculture Amd Technology,www.svbpuctm.org
4113,"Sarhad University of Science & Information Technology, Peshawar ",www.suit.edu.pk
4114,Saskatchewan Indian Federated College,www.sifc.edu
4115,SASTRA Deemed University,www.sastra.edu
4116,Satakunta University Of Applied Scinces,www.samk.fi
4117,Sathyabama University,www.sathyabamauniv.ac.in
4118,Sauder School of Business,www.sauder.ubc.ca
4119,Saudi Electronic University,www.seu.edu.sa
4120,Saurashtra University,www.saurashtrauniversity.edu
4121,Saxion Universities ,saxion.edu
4122,Scandinavian Art and Business Institute,www.sabi.eu.com
4123,"Schiller International University, American College of Switzerland",www.american-college.com
4124,"Schiller International University, Heidelberg",www.siu-heidelberg.de
4125,"Schiller International University, London",www.schillerlondon.ac.uk
4126,"Schiller International University, Madrid",www.schillermadrid.edu
4127,"Schiller International University, Paris",www.schillerparis.com
4128,"Schiller International University, Strasbourg",www.schillerstrasbourg.com
4129,School of Banking and Management in Cracow,www.wszib.krakow.pl
4130,School of Business and Finance,www.ba.lv
4131,School of Design and Crafts,www.hdk.gu.se
4132,School of Economic Sciences,www.ses.ac.ir
4133,School of Education Pisa,www.sns.it
4134,School of Finance and Banking,www.sfb.ac.rw
4135,School of Management,www.vsm.sk
4136,School of Management Fribourg,www.heg-fr.ch
4137,"School of Oriental and African Studies, University of London",www.soas.ac.uk
4138,"School of Pharmacy, University of London",www.ulsop.ac.uk
4139,School of Planning and Architecture,www.spa.ac.in
4140,"School of Slavonic and East European Studies, University of London",www.ssees.ac.uk
4141,Science University of Tokyo,www.sut.ac.jp
4142,Science University of Tokyo in Yamaguchi,www.yama.sut.ac.jp
4143,Scott Christian University,www.scott.ac.ke
4144,Scuola Politecnica Di Design (SPD),www.scuoladesign.com
4145,Sebatian Kolowa University College,www.sekuco.org
4146,Seberang Perai Polytechnic,www.psp.edu.my
4147,Sebha University,www.sebhau.edu.ly
4148,Séchenyi István University,www.sze.hu
4149,Second University of Naples,www.unina2.it
4150,Segi University College,www.segi.edu.my
4151,Seian University of Art & Design,www.seian.ac.jp
4152,Seigakuin University,www.seigakuin-univ.ac.jp
4153,Seijo University,www.seijo.ac.jp
4154,Seikei University,www.seikei.ac.jp
4155,Seinan Gakuin University,www.seinan-gu.ac.jp
4156,Seisen University,www.seisen-u.ac.jp
4157,Seiwa College,www.seiwa-u.ac.jp
4158,Sejong University,www.sejong.ac.kr
4159,Sekolah Tinggi Akuntansi Negara (STAN),www.stan.ac.id
4160,Selangor Islamic University College,www.kuis.edu.my
4161,Selcuk University,www.selcuk.edu.tr
4162,Selkirk College,www.selkirk.bc.ca
4163,Semera University,www.su.edu.et
4164,Semey State Medical University,www.sgma.kz
4165,Semey State University,www.semgu.kz
4166,Semmelweis University of Medical Sciences,www.sote.hu
4167,Semnan University,www.semnan.ac.ir
4168,Semnan University of Medical Sciences,www.sem-ums.ac.ir
4169,Semyung University,www.semyung.ac.kr
4170,Sendai University,www.sendaidaigaku.jp
4171,Seneca College,www.senecac.on.ca
4172,Senshu University,www.senshu-u.ac.jp
4173,Senzoku Gakuen College,www.senzoku.ac.jp
4174,Seokyeong University,www.seokyeong.ac.kr
4175,Seokyeong University,www.skuniv.ac.kr
4176,Seonam University,www.seonam.ac.kr
4177,Seoul City University,www.uos.ac.kr
4178,Seoul National University,www.snu.ac.kr
4179,Seoul National University of Education,www.seoul-e.ac.kr
4180,Seoul National University of Technology,www.snut.ac.kr
4181,Seoul Teological University,www.stu.ac.kr
4182,Seoul Women's University,www.swu.ac.kr
4183,Seowon University,www.seowon.ac.kr
4184,Setsunan University,www.setsunan.ac.jp
4185,Sevastopol National Technical University,sevntu.com.ua
4186,Shaanxi Normal University,www.snnu.edu.cn
4187,Shah Abdul Latif University Khairpur,www.salu.edu.pk
4188,Shahed University,www.shahed.ac.ir
4189,Shaheed Beheshti University,www.sbu.ac.ir
4190,Shaheed Beheshti University of Medical Sciences,www.sbmu.ac.ir
4191,Shaheed Benazir Bhutto Women University ,www.fwu.edu.pk
4192,Shaheed Chamran University,www.cua.ac.ir
4193,Shaheed Rajaei Teacher Training University,www.srttu.edu
4194,Shaheed Zulifkar Ali Bhutto Institute of Science and Technology,www.szabist.edu.pk
4195,Shahid Bahonar University of Kerman,www.uk.ac.ir
4196,Shahid Sattari University of Aeronautical Engineering,aja.ir
4197,Shahjalal University of Science and Technology,www.sust.edu
4198,Shahputra College,www.kolejshahputra.edu.my
4199,Shahrekord University,www.sku.ac.ir
4200,Shahrekord University of Medical Sciences,www.skums.ac.ir
4201,Shahrood University of Medical Sciences,www.shmu.ac.ir
4202,Shahrood University of Technology,www.shahroodut.ac.ir
4203,Shaikh Zayed University,www.szu.edu.af
4204,Shamsipour Technical and Vocational College,shamsipour.tvu.ac.ir
4205,Shandong Agricultural University,www.sdau.edu.cn
4206,Shandong Economic University,www.sdie.edu.cn
4207,Shandong Medical University,www.sdmu.edu.cn
4208,Shandong Normal University,www.sdnu.edu.cn
4209,Shandong University,www.sdu.edu.cn
4210,Shandong University of Art and Design,www.sdada.edu.cn
4211,Shandong University of Science and Technology,www.sdust.edu.cn
4212,Shandong University of Technology,www.sdut.edu.cn
4213,Shandong University of Triaditional Chinese Medicine,www.sdutcm.edu.cn
4214,Shanghai Business School,www.sbs.edu.cn
4215,Shanghai City College,www.umcollege.com
4216,Shanghai Customs College,shanghai_edu.customs.gov.cn
4217,Shanghai Dainji University,www.sdju.edu.cn
4218,Shanghai Institue of Foreign Trade,www.shift.edu.cn
4219,Shanghai International Studies University,www.shisu.edu.cn
4220,Shanghai Jiaotong University,www.sjtu.edu.cn
4221,Shanghai Lida Polytechnic Institute,www.lidapoly.com
4222,Shanghai Lixin University of Commerce,www.lixin.edu.cn
4223,Shanghai Maritime University,www.shmtu.edu.cn
4224,Shanghai Medical University,www.shmu.edu.cn
4225,Shanghai Normal University,www.shtu.edu.cn
4226,Shanghai Ocean University,www.shou.edu.cn
4227,Shanghai Ouhua Vocational Technical College,www.shouhua.net.cn
4228,Shanghai Sanda University,www.sandau.edu.cn
4229,Shanghai Second Medical University,www.shsmu.edu.cn
4230,Shanghai Second Polytechnic University,www.shspu.edu.cn
4231,Shanghai Sipo Polytechnic,www.sh-sipopolytechnic.com
4232,Shanghai Television University,www.shtvu.edu.cn
4233,Shanghai TieDao University,www.shtdu.edu.cn
4234,Shanghai University,www.shu.edu.cn
4235,Shanghai University of Engineering Science,www.sues.edu.cn
4236,Shanghai University of Finance and Economics,www.shufe.edu.cn
4237,Shanghai University of Science and Technology,www.usst.edu.cn
4238,Shanghai University of Traditional Chinese Medicine and Pharmacology,www.shutcm.edu.cn
4239,Shanmugha Arts Science Technology and Research Academy,www.sce.ac.in
4240,Shannon College of Hotel Management,www.shannoncollege.com
4241,Shantou University,www.stu.edu.cn
4242,Shanxi Agricultural University,www.sxau.edu.cn
4244,Shanxi University,www.sxu.edu.cn
4245,Shaoguan University,www.sgu.edu.cn
4246,Shaqra University,www.su.edu.sa
4247,Sharif University of Technology,www.sharif.ac.ir
4248,"Sharif University of Technology, Kish Campus",www.kish.ac.ir
4249,Sheffield Hallam University,www.shu.ac.uk
4250,Sheikhbahaee University,www.shbu.ac.ir
4251,Shendi University,www.ush.sd
4252,Shenkar School of Engineering & Design,www.shenkar.ac.il
4253,Shenyang Institute of Chemical Technology,www.syict.edu.cn
4254,Shenyang Jianzhu University,www.sjzu.edu.cn
4255,Shenyang Pharmaceutical University,www.syphu.edu.cn
4256,Shenyang Polytechnic University,www.sypu.edu.cn
4257,Shenyang University,www.syu.edu.cn
4258,Shenzhen University,www.szu.edu.cn
4259,Sher-E-Kashmir University of Agricultural Sciences and Technology,www.skuastkashmir.ac.in
4260,Sheridan College,www.sheridanc.on.ca
4261,Shibaura Institute of Technology,www.shibaura-it.ac.jp
4262,Shiga University,www.shiga-u.ac.jp
4263,Shiga University of Medical Science,www.shiga-med.ac.jp
4264,Shih Chien University,www.scc.edu.tw
4265,Shihezi University ,www.shzu.edu.cn
4266,Shih Hsin University,www.shu.edu.tw
4267,Shikoku Christian College,www.sg-u.ac.jp
4268,Shikoku University,www.shikoku-u.ac.jp
4269,Shimane University,www.shimane-u.ac.jp
4270,"Shimane University, Faculty of Medicine",www.shimane-med.ac.jp
4271,Shimonoseki City University,www.shimonoseki-cu.ac.jp
4272,Shinawatra University,www.shinawatra.ac.th
4273,Shinshu University,www.shinshu-u.ac.jp
4274,Shirayuri Women's College,www.shirayuri.ac.jp
4275,Shiraz Payamnoor University,www.spnu.ac.ir
4276,Shiraz University,www.shirazu.ac.ir
4277,Shiraz University of Medical Sciences,www.sums.ac.ir
4278,Shiraz University of Technology,www.sutech.ac.ir
4279,Shivaji University,www.unishivaji.ac.in
4280,Shizuoka Prefectural University,www.u-shizuoka-ken.ac.jp
4281,Shizuoka Sangyo University,www.ssu.ac.jp
4282,Shizuoka University,www.shizuoka.ac.jp
4283,"Shobhit University, Meerut",www.shobhituniversity.ac.in
4284,Shokei College,www.shokei-gakuen.ac.jp
4285,Shomal University,www.shomal.ac.ir
4286,Shonan Institute of Technology,www.shonan-it.ac.jp
4287,"Shoumen University ""Konstantin Preslavski""",www.shu-bg.net
4288,Showa College of Pharmaceutical Sciences,www.shoyaku.ac.jp
4289,Showa University,www.showa-u.ac.jp
4290,Showa Women's University,www.swu.ac.jp
4291,Shreemati Nathibai Damodar Thackersey Women's University,www.sndt.edu
4292,Shridhar University,www.shridharuniversity.ac.in
4293,Shri Jagannath Sanskrit University,www.sjsv.nic.in
4294,Shri Lal Bahadur Shastri Rashtriya Sanskrit Vidyapeetha,www.slbsrsv.ac.in
4295,Shri Mata Vaishno Devi University,www.smvdu.net.in
4296,Shuchiin College,www.shuchiin.ac.jp
4297,Shujitsu Women's University,www.shujitsu.ac.jp
4298,Shukutoku University,www.shukutoku.ac.jp
4299,Shumei University,www.shumei-u.ac.jp
4300,Siam Technology College,www.siamtechu.net
4301,Siam University,www.siam.edu
4302,Siauliai University,www.su.lt
4303,Sibelius Academy,www.siba.fi
4304,Siberian Academy of Public Services,www.sapanet.ru
4305,Siberian State Industrial University,sibsiu.kemerovo.su
4306,Siberian State Medical University,www.ssmu.ru
4307,Siberian State Transport University,www.stu.ru
4308,Siberian State University of Telecommunications and Informatics,www.neic.nsk.su
4309,Sichuan Agricultural University,www.sicau.edu.cn
4310,Sichuan Fine Art Institute,zsb.scfai.edu.cn
4311,Sichuan International Studies University,www.sisu.edu.cn
4312,Sichuan Normal University,www.sicnu.edu.cn
4313,Sichuan University,www.scu.edu.cn
4314,Sido Kanhu Murmu University,www.skmu.edu.in
4315,Siebold University of Nagasaki,www.sun.ac.jp
4316,Sikha 'O' Anushandhan University,www.soauniversity.ac.in
4317,"Sikkim Manipal University of Health, Medical and Technological Sciences",www.smu.edu.in
4318,Silesian Academy of Medicine in Katowice,www.slam.katowice.pl
4319,Silesian School of Economics and Languages,www.gallus.pl
4320,Silesian Technical University of Gliwice,www.polsl.gliwice.pl
4321,Silesian University,www.slu.cz
4322,Silla University,www.silla.ac.kr
4323,Silliman University,www.su.edu.ph
4324,Silpakorn University,www.su.ac.th
4325,Simon Fraser University,www.sfu.ca
4326,Sinai University,www.su.edu.eg
4327,Sindh Agricultural University,www.sau.edu.pk
4328,Sindh Madressatul Islam University,www.smiu.edu.pk
4329,Singapore Institute of Management (SIM),www.sim.edu.sg
4330,Singapore Management University,www.smu.edu.sg
4331,Singhania University Rajasthan,www.singhaniauniversity.co.in
4332,Singidunum University,www.singidunum.edu.rs
4333,Sinnar University,www.sinnaruniv.edu.sd
4334,Sir Syed Institute Of Technology Islamabad,www.ssms.edu.pk
4335,Sir Syed University of Engineering and Technology,www.ssuet.edu.pk
4336,Sirte University,www.su.edu.ly
4337,Sistan & Balouchestan University,www.usb.ac.ir
4338,Sistema Universitario Ana G. Méndez,www.suagm.edu
4339,Skrjabin Moscow State Academy of Veterinary Medicine and Biotechnology,www.mgavm.ru
4340,"Skyline University College, Sharjah",www.skylineuniversity.com
4341,Slobomir P Univerzitet,www.spu.ba
4342,Slovak Medical University,
4343,Slovak University of Agriculture in Nitra,www.uniag.sk
4344,Slovak University of Technology in Bratislava,www.stuba.sk
4345,SMK Fomra Institute of Technology,www.smkfomra.net
4346,Smolensk Humanitarian University,shu.smolensk.su
4347,Smolensk State Medical Academy,www.sgma.info
4348,Smolny University,www.smolny-un.spb.ru
4349,Soai University,www.soai.ac.jp
4350,Södertörn University College,www.sh.se
4351,"Sofia University ""St. Kliment Ohridski""",www.uni-sofia.bg
4352,Sogang University,www.sogang.ac.kr
4353,Sohag University,www.sohag-univ.edu.eg
4354,Sohar University,www.soharuni.edu.om
4355,Soka University,www.soka.ac.jp
4356,Sokoine University of Agriculture,www.suanet.ac.tz
4357,Sokoto State University ,www.ssu.edu.ng
4358,Solapur University,su.digitaluniversity.ac
4359,Solusi University,www.solusi.ac.zw
4360,Somaliland University of Technology,www.somalilanduniversity.org
4361,Sonoda Women's University,www.sonoda-u.ac.jp
4362,Soochow University,www.scu.edu.tw
4363,Sookmyung Women's University,www.sookmyung.ac.kr
4364,Soonchunhyang University,www.sch.ac.kr
4365,Soongsil University,www.soongsil.ac.kr
4366,Sophia University,www.sophia.ac.jp
4367,Soran University,www.soran.edu.iq
4368,Sotheby´s Institute of Art - London,www.sothebysinstitutelondon.com
4369,Southampton Solent University,www.solent.ac.uk
4370,South Asian Institute of Technology And Medicine (SAITM) ,www.saitm.edu.lk
4371,South Asian University,www.southasianuniversity.org
4372,South Bank University,www.sbu.ac.uk
4373,South Carelian Polytechnic,www.scp.fi
4374,South China Agricultural University,www.scau.edu.cn
4375,South China Construction University,www.sccu.edu.cn
4376,South China Normal University,www.scnu.edu.cn
4377,South China University,www.usc.edu.cn
4378,South China University of Technology,www.scut.edu.cn
4379,South-East Asia University,www.sau.ac.th
4380,South Eastern Kenya University,www.seku.ac.ke
4381,South Eastern University of Sri Lanka,www.seu.ac.lk
4382,South East European University,www.seeu.edu.mk
4383,Southeast University,www.seu.ac.bd
4384,Southeast University,www.seu.edu.cn
4385,Southern Alberta Institute of Technology,www.sait.ca
4386,Southern Cross University,www.scu.edu.au
4387,Southern Denmark Business School,www.hhs.dk
4388,Southern Medial University,www.fimmu.edu.cn
4389,Southern Taiwan University of Technology,www.stut.edu.tw
4390,Southern University Bangladesh,www.southern.edu.bd
4391,Southern University College,www.southern.edu.my
4392,Southern Ural State University,www.tu-chel.ac.ru
4393,Southern Yangtze University,www.sytu.edu.cn
4394,South Gujarat University,www.sgu.ernet.in
4395,South University of Science and Technology of China ,www.sustc.edu.cn
4396,South Valley University,www.svu.edu.eg
4397,Southwest Agricultural University,www.swau.edu.cn
4398,Southwestern University,www.swu.edu.ph
4399,Southwest Forestry University,www.swfc.edu.cn
4400,Southwest Jiaotong University,www.swjtu.edu.cn
4401,Southwest Petroleum University,www.swpu.edu.cn
4402,Southwest University,www.swnu.edu.cn
4403,"South-West University ""Neofit Rilski""",www.swu.bg
4404,Southwest University of Finance and Economics,www.swufe.edu.cn
4405,Southwest University of Nationalities,www.swun.edu.cn
4406,Southwest University of Political Science and Law,www.swupl.edu.cn
4407,Southwest University of Science and Technology,www.swust.edu.cn
4408,South West University Yucai College,www.swuyc.edu.cn
4409,Soutsaka Institute of management and Technology,www.simt.edu.la
4410,Spartan University of Health Sciences,www.spartanmed.org
4411,"Sphoorthy Engineering College, Hyderabad",www.sphoorthyengg.com
4412,Spiru Haret University,www.spiruharet.ro
4413,Sree Chitra Tirunal Institute for Medical Sciences and Technology,sctimst.ker.nic.in
4414,Sree Rama Krishna Degree College,www.srkdc.org
4415,Sree Sankaracharya University of Sanskrit,www.ssus.ac.in
4416,SRH University of Applied Sciences,www.srh-berlin.de
4417,Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya,www.kanchiuniv.ac.in
4418,Sri Krishnadevaraya University,skuniv.ap.nic.in
4419,Sri Lanka Institute of Advanced Technical Education,www.sliate.net
4420,Sri Lanka Institute of Information Technology (SLIT),www.sliit.lk
4421,Srinakharinwirot University,www.swu.ac.th
4422,Sri Padmavati Women's University,www.padmavatiwomen-univ.org
4423,Sripatum University,www.spu.ac.th
4424,Sri Ramachardra Medical College and Research Institute,www.hostindia.com
4425,Sri Sant Gajanan Maharaj College of Engineering,www.ssgmce.org
4426,Sri Sathya Sai Institute of Higher Learning,www.srisathyasai.org.in
4427,Sri Venkateswara Institute of Medical Sciences,svimstpt.ap.nic.in
4428,Sri Venkateswara University,svuni.ap.nic.in
4429,Sri Venkateswara Veterinary University,www.svvu.edu.in
4430,SRM Institute Of Science & Technology ( Deemed University),www.srmuniv.ac.in
4431,Staatlich anerkannte Fachhochschule für Kunsttherapie,www.fhkt.de
4432,Staatliche Hochschule für Musik,www.mh-trossingen.de
4433,Staffordshire University,www.staffs.ac.uk
4434,Stamford International University,www.stamford.edu
4435,Stamford University,www.stamforduniversity.edu.bd
4436,St. Andrew Georgian University,www.sangu.ge
4437,St. Andrew's University,www.andrew.ac.jp
4438,St. Anne University,www.ustanne.ednet.ns.ca
4439,Staszic Pila College,www.pwsz.pila.pl
4440,State Engineering University of Armenia,www.seua.am
4441,"State Film, Television and Theatre Higher School Leon Schiller in Lodz",www.filmowka.lodz.pl
4442,State Maritine Academy,www.gma.ru
4443,State Pedagogical University in Kryvyi Rih,www.kdpu.edu.ua
4444,State University of Aerospace Technologies,www.intstudy.mai.ru
4445,State University of Management,www.guu.ru
4446,State University of Tetova,www.unite.edu.mk
4447,St. Augustine International University,www.saiu.ac.ug
4448,St. Augustine University of Tanzania,www.saut.ac.tz
4449,Stavropol State Technical University,www.ncstu.ru
4450,Stavropol State University,www.stavsu.ru
4451,St. Clair College,www.stclairc.on.ca
4452,St Clements University - Higher Education School,www.stclements.edu.nu
4453,St.Cyril and Methodius University,www.ukim.edu.mk
4454,Steinbeis-Hochschule-Berlin,www.stw.de
4455,St. Elizabeth’s College of Health and Social Sciences in Bratislava,www.vssvalzbety.sk
4456,Stenden University,www.stenden.com
4458,St. Francis Xavier University,www.stfx.ca
4459,St. George's University,www.sgu.edu
4460,Stie Perbanas Surabaya,www.perbanas.ac.id
4461,"St.James's School of Medicine, Bonaire",www.sjsm.org
4462,St. John's & St. Mary's Institute of Technology,www.sjsmit.edu.tw
4463,St. John's University,www.stjohn.ac.th
4464,St. Joseph Group of Institutes,www.stjosephtanzania.com
4465,St. Joseph University Beirut,www.usj.edu.lb
4466,St.Kliment Ohridski University,www.uklo.edu.mk
4467,St. Luke' s College of Nursing,www.slcn.ac.jp
4468,St. Marianna University School of Medicine,www.marianna-u.ac.jp
4469,St. Mary's University,www.stmarys.ca
4470,St. Matthews University,www.stmatthews.edu
